,hart
29655,606
29656,630
29657,577
29658,707
29659,668
29660,287
29661,268
29662,327
29663,66
29664,-325
29665,-772
29666,-892
29667,-674
29668,-826
29669,-1027
29670,-1204
29671,-1310
29672,-1193
29673,-1304
29674,-1465
29675,-1405
29676,-1532
29677,-1576
29678,-1272
29679,-1139
29680,-1023
29681,-990
29682,-878
29683,-571
29684,-336
29685,-137
29686,104
29687,311
29688,463
29689,690
29690,1043
29691,866
29692,902
29693,1369
29694,972
29695,968
29696,977
29697,338
29698,194
29699,134
29700,-335
29701,-452
29702,-758
29703,-1181
29704,-1142
29705,-1416
29706,-1638
29707,-1524
29708,-1750
29709,-1863
29710,-1637
29711,-1593
29712,-1671
29713,-1316
29714,-1172
29715,-1216
29716,-900
29717,-842
29718,-582
29719,-474
29720,-362
29721,-275
29722,-340
29723,-66
29724,-52
29725,-220
29726,-243
29727,-330
29728,-471
29729,-651
29730,-674
29731,-1031
29732,-1189
29733,-1102
29734,-1233
29735,-1302
29736,-1468
29737,-1582
29738,-1524
29739,-1565
29740,-1543
29741,-1694
29742,-1620
29743,-874
29744,-477
29745,-270
29746,6
29747,138
29748,551
29749,927
29750,1203
29751,1412
29752,1520
29753,1604
29754,1633
29755,1522
29756,1417
29757,1331
29758,1123
29759,1033
29760,804
29761,274
29762,182
29763,-91
29764,-409
29765,-449
29766,-698
29767,-839
29768,-844
29769,-1132
29770,-1111
29771,-976
29772,-1068
29773,-940
29774,-698
29775,-633
29776,-373
29777,-121
29778,44
29779,380
29780,504
29781,603
29782,878
29783,847
29784,685
29785,787
29786,672
29787,339
29788,437
29789,200
29790,146
29791,107
29792,-104
29793,132
29794,304
29795,243
29796,164
29797,373
29798,654
29799,596
29800,595
29801,581
29802,582
29803,809
29804,677
29805,798
29806,570
29807,367
29808,568
29809,367
29810,328
29811,333
29812,1
29813,3
29814,70
29815,-127
29816,-187
29817,-316
29818,-220
29819,-156
29820,-284
29821,-340
29822,-229
29823,-141
29824,30
29825,194
29826,52
29827,-92
29828,275
29829,533
29830,554
29831,357
29832,293
29833,537
29834,491
29835,182
29836,296
29837,91
29838,-10
29839,113
29840,-29
29841,-46
29842,-169
29843,-258
29844,-126
29845,-90
29846,-60
29847,67
29848,75
29849,445
29850,566
29851,327
29852,512
29853,732
29854,757
29855,522
29856,627
29857,681
29858,652
29859,966
29860,1025
29861,909
29862,1088
29863,1049
29864,1011
29865,1121
29866,888
29867,944
29868,1059
29869,960
29870,535
29871,109
29872,287
29873,760
29874,694
29875,261
29876,191
29877,117
29878,188
29879,123
29880,21
29881,284
29882,381
29883,448
29884,699
29885,594
29886,614
29887,628
29888,497
29889,742
29890,906
29891,631
29892,380
29893,435
29894,748
29895,630
29896,530
29897,569
29898,475
29899,543
29900,245
29901,95
29902,-58
29903,-74
29904,-159
29905,-343
29906,-310
29907,-424
29908,-550
29909,-386
29910,-538
29911,-655
29912,-653
29913,-733
29914,-864
29915,-920
29916,-816
29917,-848
29918,-675
29919,-592
29920,-500
29921,-533
29922,-412
29923,-430
29924,-358
29925,-233
29926,-310
29927,-117
29928,-11
29929,-91
29930,-109
29931,-11
29932,26
29933,102
29934,204
29935,206
29936,305
29937,203
29938,225
29939,208
29940,90
29941,-221
29942,-214
29943,-327
29944,-457
29945,-503
29946,-770
29947,-909
29948,-904
29949,-782
29950,-776
29951,-1036
29952,-759
29953,-685
29954,-865
29955,-495
29956,-603
29957,-554
29958,-183
29959,-327
29960,-204
29961,-114
29962,-104
29963,27
29964,-31
29965,115
29966,2
29967,-28
29968,-6
29969,-165
29970,125
29971,96
29972,-145
29973,85
29974,40
29975,35
29976,50
29977,-9
29978,263
29979,9
29980,-86
29981,-3
29982,-38
29983,-190
29984,-177
29985,-86
29986,-289
29987,-291
29988,-234
29989,-357
29990,-281
29991,-320
29992,-532
29993,-512
29994,-449
29995,-468
29996,-528
29997,-228
29998,-158
29999,-302
30000,9
30001,-51
30002,-5
30003,319
30004,270
30005,186
30006,176
30007,175
30008,183
30009,-23
30010,-169
30011,-277
30012,-363
30013,-330
30014,-433
30015,-497
30016,-565
30017,-667
30018,-715
30019,-653
30020,-640
30021,-802
30022,-894
30023,-821
30024,-894
30025,-968
30026,-814
30027,-712
30028,-692
30029,-582
30030,-384
30031,-513
30032,-457
30033,-145
30034,-357
30035,-229
30036,44
30037,-285
30038,-239
30039,-105
30040,-193
30041,-263
30042,-87
30043,-178
30044,-361
30045,-203
30046,-306
30047,-313
30048,-246
30049,-378
30050,-116
30051,-156
30052,-325
30053,-95
30054,-129
30055,-137
30056,-147
30057,-193
30058,-221
30059,-47
30060,92
30061,105
30062,156
30063,100
30064,200
30065,265
30066,236
30067,457
30068,470
30069,377
30070,701
30071,679
30072,702
30073,1096
30074,817
30075,898
30076,1156
30077,979
30078,1330
30079,1258
30080,1098
30081,1136
30082,977
30083,1011
30084,1060
30085,916
30086,777
30087,716
30088,815
30089,794
30090,754
30091,702
30092,664
30093,788
30094,590
30095,567
30096,537
30097,440
30098,667
30099,488
30100,585
30101,536
30102,499
30103,762
30104,465
30105,297
30106,500
30107,396
30108,412
30109,358
30110,276
30111,401
30112,49
30113,-60
30114,55
30115,-160
30116,-393
30117,-366
30118,-209
30119,-241
30120,-184
30121,-124
30122,-194
30123,7
30124,-101
30125,-196
30126,-94
30127,-116
30128,-148
30129,-393
30130,-232
30131,-28
30132,-189
30133,108
30134,224
30135,59
30136,238
30137,233
30138,230
30139,484
30140,530
30141,387
30142,475
30143,750
30144,811
30145,929
30146,941
30147,793
30148,1035
30149,508
30150,259
30151,1227
30152,1147
30153,970
30154,795
30155,467
30156,477
30157,347
30158,404
30159,490
30160,381
30161,261
30162,90
30163,-14
30164,69
30165,24
30166,-148
30167,-172
30168,-270
30169,-303
30170,-299
30171,-490
30172,-448
30173,-372
30174,-387
30175,-401
30176,-579
30177,-643
30178,-583
30179,-705
30180,-667
30181,-615
30182,-685
30183,-620
30184,-592
30185,-745
30186,-612
30187,-426
30188,-442
30189,-313
30190,-29
30191,-891
30192,-1946
30193,-426
30194,125
30195,-19
30196,162
30197,-661
30198,-538
30199,-202
30200,-184
30201,-109
30202,-182
30203,135
30204,138
30205,156
30206,368
30207,534
30208,754
30209,769
30210,796
30211,965
30212,1029
30213,781
30214,836
30215,1144
30216,964
30217,991
30218,1209
30219,1054
30220,1129
30221,1057
30222,839
30223,640
30224,427
30225,418
30226,349
30227,147
30228,-58
30229,31
30230,161
30231,236
30232,-17
30233,-341
30234,151
30235,386
30236,552
30237,884
30238,893
30239,727
30240,613
30241,688
30242,686
30243,582
30244,312
30245,676
30246,836
30247,536
30248,731
30249,364
30250,-88
30251,223
30252,391
30253,320
30254,332
30255,545
30256,113
30257,-46
30258,394
30259,355
30260,481
30261,673
30262,610
30263,653
30264,98
30265,-508
30266,183
30267,478
30268,299
30269,182
30270,18
30271,-266
30272,-478
30273,-427
30274,-573
30275,-614
30276,-498
30277,-527
30278,-1413
30279,-1806
30280,-1031
30281,-849
30282,-1006
30283,-830
30284,-702
30285,-1003
30286,-1174
30287,-1049
30288,-981
30289,-752
30290,-562
30291,-786
30292,-941
30293,-850
30294,-799
30295,-777
30296,-904
30297,-733
30298,-442
30299,-825
30300,-1745
30301,-1749
30302,-796
30303,-266
30304,-813
30305,-1289
30306,-734
30307,-856
30308,-885
30309,-367
30310,-854
30311,-1283
30312,-1072
30313,-733
30314,-667
30315,-904
30316,-1322
30317,-1722
30318,-1365
30319,-939
30320,-849
30321,-1046
30322,-1348
30323,-1405
30324,-1506
30325,-1940
30326,-2507
30327,-2643
30328,-2513
30329,-3139
30330,-3775
30331,-4177
30332,-4313
30333,-3847
30334,-3715
30335,-2083
30336,-398
30337,38
30338,1602
30339,1607
30340,582
30341,566
30342,1206
30343,2745
30344,4716
30345,6404
30346,7960
30347,10039
30348,12424
30349,14458
30350,15736
30351,15962
30352,16404
30353,16486
30354,15611
30355,14729
30356,13135
30357,10595
30358,7937
30359,5485
30360,3359
30361,1065
30362,-1292
30363,-3401
30364,-5652
30365,-7357
30366,-8043
30367,-8043
30368,-7571
30369,-7213
30370,-6943
30371,-6778
30372,-7074
30373,-7752
30374,-8347
30375,-8702
30376,-9511
30377,-10134
30378,-10682
30379,-11425
30380,-11752
30381,-11667
30382,-11202
30383,-10343
30384,-9271
30385,-7932
30386,-6409
30387,-4808
30388,-3069
30389,-1354
30390,412
30391,2152
30392,3488
30393,4410
30394,4944
30395,5347
30396,5469
30397,5283
30398,5132
30399,4995
30400,4748
30401,4272
30402,3884
30403,3652
30404,3311
30405,2936
30406,2877
30407,2562
30408,2078
30409,1994
30410,1632
30411,1165
30412,946
30413,324
30414,10
30415,-135
30416,-488
30417,-651
30418,-675
30419,-887
30420,-1062
30421,-975
30422,-704
30423,-617
30424,-190
30425,178
30426,-306
30427,-813
30428,-175
30429,1097
30430,1628
30431,1758
30432,1551
30433,1097
30434,891
30435,46
30436,-1080
30437,-2156
30438,-3427
30439,-4023
30440,-4192
30441,-4906
30442,-5424
30443,-5696
30444,-6434
30445,-6823
30446,-7122
30447,-7374
30448,-7186
30449,-6536
30450,-5470
30451,-4344
30452,-3228
30453,-1804
30454,-537
30455,550
30456,1663
30457,2553
30458,3256
30459,3939
30460,4514
30461,4677
30462,4900
30463,5119
30464,5044
30465,4911
30466,4456
30467,4302
30468,4124
30469,3651
30470,3540
30471,3374
30472,2974
30473,2819
30474,2792
30475,2756
30476,2663
30477,2404
30478,2436
30479,2424
30480,2192
30481,2183
30482,2085
30483,1866
30484,1987
30485,1909
30486,1366
30487,1829
30488,1304
30489,960
30490,1706
30491,834
30492,836
30493,1087
30494,868
30495,525
30496,723
30497,700
30498,296
30499,587
30500,490
30501,284
30502,364
30503,248
30504,123
30505,94
30506,59
30507,-67
30508,-238
30509,-175
30510,-193
30511,-505
30512,-294
30513,-503
30514,-791
30515,-456
30516,-701
30517,-819
30518,-815
30519,-1004
30520,-1129
30521,-1345
30522,-1291
30523,-1666
30524,-1630
30525,-1804
30526,-2022
30527,-1850
30528,-1909
30529,-1857
30530,-2064
30531,-2171
30532,-2075
30533,-2087
30534,-2146
30535,-1849
30536,-1980
30537,-1926
30538,-1941
30539,-1872
30540,-1992
30541,-1965
30542,-1891
30543,-2124
30544,-1826
30545,-1740
30546,-1670
30547,-1710
30548,-1459
30549,-1421
30550,-1435
30551,-1248
30552,-1195
30553,-1138
30554,-1215
30555,-1069
30556,-1035
30557,-919
30558,-834
30559,-817
30560,-778
30561,-570
30562,-562
30563,-683
30564,-309
30565,-173
30566,-249
30567,-324
30568,-30
30569,235
30570,59
30571,61
30572,93
30573,135
30574,329
30575,465
30576,337
30577,531
30578,531
30579,415
30580,623
30581,308
30582,405
30583,589
30584,530
30585,612
30586,457
30587,672
30588,748
30589,428
30590,606
30591,708
30592,603
30593,589
30594,625
30595,502
30596,552
30597,550
30598,313
30599,447
30600,442
30601,317
30602,540
30603,663
30604,657
30605,860
30606,779
30607,690
30608,830
30609,820
30610,725
30611,666
30612,571
30613,691
30614,548
30615,376
30616,366
30617,69
30618,371
30619,323
30620,168
30621,251
30622,76
30623,243
30624,43
30625,-74
30626,-36
30627,-40
30628,1
30629,-159
30630,-124
30631,-103
30632,-158
30633,-129
30634,-157
30635,39
30636,-78
30637,-243
30638,-32
30639,-67
30640,-109
30641,-83
30642,-81
30643,-22
30644,34
30645,26
30646,74
30647,76
30648,-41
30649,33
30650,48
30651,-175
30652,-314
30653,-13
30654,-186
30655,-249
30656,-65
30657,-194
30658,-120
30659,-79
30660,-19
30661,-105
30662,-173
30663,26
30664,41
30665,52
30666,-149
30667,-58
30668,118
30669,-100
30670,70
30671,-22
30672,-167
30673,204
30674,165
30675,-35
30676,144
30677,136
30678,126
30679,147
30680,100
30681,122
30682,246
30683,215
30684,272
30685,393
30686,455
30687,559
30688,576
30689,515
30690,387
30691,273
30692,302
30693,435
30694,474
30695,404
30696,393
30697,222
30698,92
30699,29
30700,63
30701,-122
30702,-286
30703,-191
30704,-178
30705,-262
30706,-261
30707,-273
30708,-467
30709,-360
30710,-317
30711,-391
30712,-56
30713,-148
30714,36
30715,410
30716,250
30717,432
30718,635
30719,684
30720,885
30721,972
30722,837
30723,1110
30724,1196
30725,1372
30726,1317
30727,1080
30728,1270
30729,1439
30730,1134
30731,1058
30732,1107
30733,940
30734,759
30735,797
30736,548
30737,386
30738,475
30739,313
30740,307
30741,321
30742,213
30743,467
30744,646
30745,502
30746,357
30747,470
30748,352
30749,287
30750,511
30751,434
30752,256
30753,451
30754,404
30755,245
30756,170
30757,287
30758,235
30759,-132
30760,-69
30761,4
30762,-314
30763,-323
30764,-141
30765,-397
30766,-309
30767,-236
30768,-363
30769,-308
30770,-120
30771,-116
30772,-159
30773,-209
30774,-285
30775,-265
30776,-300
30777,-389
30778,-376
30779,-439
30780,-395
30781,-463
30782,-596
30783,-556
30784,-459
30785,-484
30786,-470
30787,-561
30788,-481
30789,-426
30790,-526
30791,-559
30792,-611
30793,-659
30794,-723
30795,-752
30796,-896
30797,-915
30798,-880
30799,-856
30800,-914
30801,-915
30802,-1066
30803,-1194
30804,-919
30805,-1005
30806,-1098
30807,-995
30808,-898
30809,-841
30810,-793
30811,-734
30812,-632
30813,-603
30814,-518
30815,-512
30816,-411
30817,-281
30818,-203
30819,92
30820,28
30821,-35
30822,320
30823,264
30824,296
30825,697
30826,659
30827,654
30828,960
30829,965
30830,927
30831,1012
30832,1000
30833,1080
30834,1162
30835,1118
30836,1078
30837,951
30838,971
30839,624
30840,542
30841,773
30842,180
30843,396
30844,465
30845,227
30846,288
30847,337
30848,416
30849,428
30850,567
30851,711
30852,621
30853,753
30854,927
30855,794
30856,776
30857,901
30858,978
30859,980
30860,881
30861,865
30862,929
30863,979
30864,870
30865,816
30866,810
30867,728
30868,739
30869,785
30870,725
30871,702
30872,622
30873,842
30874,875
30875,754
30876,975
30877,910
30878,766
30879,666
30880,756
30881,565
30882,577
30883,534
30884,352
30885,540
30886,489
30887,279
30888,381
30889,381
30890,204
30891,236
30892,78
30893,-25
30894,146
30895,219
30896,32
30897,55
30898,79
30899,-117
30900,-142
30901,-275
30902,-259
30903,-202
30904,-385
30905,-207
30906,-292
30907,-271
30908,-147
30909,-165
30910,-164
30911,-316
30912,-342
30913,-210
30914,-478
30915,-411
30916,-345
30917,-487
30918,-457
30919,-421
30920,-495
30921,-459
30922,-445
30923,-407
30924,-476
30925,-660
30926,-507
30927,-398
30928,-516
30929,-628
30930,-513
30931,-519
30932,-694
30933,-538
30934,-431
30935,-438
30936,-599
30937,-665
30938,-578
30939,-706
30940,-752
30941,-847
30942,-1041
30943,-1024
30944,-1107
30945,-1104
30946,-1022
30947,-1036
30948,-945
30949,-932
30950,-809
30951,-734
30952,-777
30953,-600
30954,-448
30955,-420
30956,-508
30957,-451
30958,-346
30959,-444
30960,-388
30961,-332
30962,-385
30963,-362
30964,-363
30965,-413
30966,-427
30967,-510
30968,-454
30969,-550
30970,-777
30971,-703
30972,-785
30973,-817
30974,-776
30975,-724
30976,-633
30977,-686
30978,-617
30979,-415
30980,-272
30981,-347
30982,-464
30983,-192
30984,-111
30985,-197
30986,-43
30987,-30
30988,-15
30989,7
30990,77
30991,39
30992,-33
30993,85
30994,156
30995,16
30996,-77
30997,140
30998,109
30999,35
31000,229
31001,239
31002,231
31003,372
31004,265
31005,304
31006,412
31007,315
31008,512
31009,402
31010,387
31011,574
31012,542
31013,735
31014,872
31015,754
31016,741
31017,898
31018,806
31019,909
31020,1014
31021,677
31022,634
31023,766
31024,625
31025,678
31026,618
31027,330
31028,452
31029,499
31030,223
31031,75
31032,-54
31033,-214
31034,-138
31035,-256
31036,-453
31037,-475
31038,-562
31039,-643
31040,-679
31041,-939
31042,-907
31043,-548
31044,-738
31045,-756
31046,-776
31047,-894
31048,-635
31049,-665
31050,-558
31051,-474
31052,-588
31053,-480
31054,-468
31055,-450
31056,-303
31057,-173
31058,-191
31059,-113
31060,1
31061,0
31062,147
31063,312
31064,232
31065,174
31066,224
31067,65
31068,88
31069,357
31070,309
31071,197
31072,280
31073,382
31074,450
31075,318
31076,351
31077,449
31078,451
31079,554
31080,636
31081,569
31082,566
31083,697
31084,645
31085,694
31086,600
31087,518
31088,710
31089,584
31090,529
31091,555
31092,388
31093,342
31094,377
31095,399
31096,337
31097,302
31098,395
31099,257
31100,339
31101,359
31102,137
31103,355
31104,294
31105,157
31106,330
31107,276
31108,337
31109,519
31110,549
31111,488
31112,506
31113,770
31114,948
31115,986
31116,959
31117,841
31118,772
31119,883
31120,1020
31121,1002
31122,972
31123,981
31124,864
31125,743
31126,865
31127,786
31128,627
31129,866
31130,755
31131,490
31132,506
31133,526
31134,587
